00h - 01,.13275
01h - 02,.13086
02h - 03,.1288
03h - 04,.12602
04h - 05,.12512
05h - 06,.12458
06h - 07,.13047
07h - 08,.14325
08h - 09,.15601
09h - 10,.14763
10h - 11,.13155
11h - 12,.12195
12h - 13,.11804
13h - 14,.11361
14h - 15,.11801
15h - 16,.1205
16h - 17,.1212
17h - 18,.14462
18h - 19,.17478
19h - 20,.1791
20h - 21,.17171
21h - 22,.17221
22h - 23,.16622
23h - 24,.16101
""
